asset,recorded_at,MDI_OBD_SPEED,GPS_SPEED,MDI_OBD_RPM,MDI_OBD_ENGINE_LOAD,MDI_OBD_FUEL,ODO_FULL_METER,MDI_DASHBOARD_MILEAGE
2371,2017-10-02T17:08:44Z,71, , , , , , 
2371,2017-10-02T17:08:48Z,72, ,1496, ,2869826,8763711, 
2371,2017-10-02T17:08:50Z,71, , , ,2869831, , 
2371,2017-10-02T17:08:51Z, , , , , , , 
2371,2017-10-02T17:08:53Z,73, ,1514, ,2869832, , 
2371,2017-10-02T17:08:53Z, , , , , , , 
2371,2017-10-02T17:08:54Z, , , , ,2869833, , 
2371,2017-10-02T17:08:56Z,74, , , , , , 
2371,2017-10-02T17:08:58Z, , ,1732, ,2869834, , 
2371,2017-10-02T17:09:00Z,76, , , ,2869835, , 
2371,2017-10-02T17:09:01Z,77, , , ,2869838, , 
2371,2017-10-02T17:09:02Z,78, , , ,2869840, , 
2371,2017-10-02T17:09:03Z,79,41273,1636, ,2869843, , 
2371,2017-10-02T17:09:03Z, , , , , , , 
2371,2017-10-02T17:09:13Z,83,44806,1729,16,2869863,8764296,37392
2371,2017-10-02T17:09:15Z, ,45748, , ,2869865,8764384, 
2371,2017-10-02T17:09:16Z, , , , , , , 
2371,2017-10-02T17:09:17Z, ,45443, , ,2869866, , 
2371,2017-10-02T17:09:19Z, ,45081,1824, ,2869867,8764477, 
2371,2017-10-02T17:09:21Z,82,45023, , ,2869869,8764546, 
2371,2017-10-02T17:09:23Z,80,44910,1649, ,2869870, , 
2371,2017-10-02T17:09:25Z,79,43599, , ,2869871,8764635, 
2371,2017-10-02T17:09:26Z,78, , , , , , 
2371,2017-10-02T17:09:26Z, , , , , , , 
2371,2017-10-02T17:09:29Z,77, ,1677, ,2869873,8764689, 
2371,2017-10-02T17:09:29Z, , , , , , , 
2371,2017-10-02T17:09:31Z,78,36107, , ,2869874, , 
2371,2017-10-02T17:09:31Z, , , , , , , 
